time_period,parse_lane_name(vehicle_lane),min(vehicle_CO2),max(vehicle_CO2),avg(vehicle_CO2),stddev(vehicle_CO2)
0.0,2372547252,0.0,35757.72,5645.377142857143,13352.025791424205
0.0,660260256,0.0,9331.52,3109.50947368421,2480.668972415559
0.0,702079447,0.0,5286.3,2208.315625,2333.19290901205
0.0,250699930,3253.45,5792.49,4522.969999999999,1795.3724017038917
1.0,704293239,0.0,60259.2,4308.262506631302,6519.092135374944
1.0,189099793,0.0,27056.94,3874.3235799999898,3823.0963576691356
1.0,48656171,0.0,33584.31,3576.1681998348267,3450.990097856916
1.0,360079222,0.0,77621.4,19239.63018348624,23099.735343228782
1.0,97788594,0.0,40478.12,5918.03484848485,6302.016666869645
1.0,363391923,3816.97,46413.06,22199.640000000003,16069.96196965487
1.0,908588305,0.0,3645.32,2233.4849999999997,1416.5077601522091
1.0,251144050,0.0,21525.95,9115.186666666666,11134.95622016689
1.0,844168561,0.0,35028.37,5712.999462365588,6798.787605191149
1.0,250920800,6180.36,28708.96,19966.893333333333,12081.781220223007
1.0,1460308250,0.0,2456.44,1270.2633333333333,1230.37689105141
0.0,300402698,0.0,3048.4,464.82933333333335,1002.9791832369536
0.0,697038487,0.0,76266.22,9827.475976562502,15151.230142363269
0.0,954712428,0.0,12768.56,3396.2513636363637,2738.745022376725
0.0,250706414,0.0,19662.34,3983.307777777778,6837.416280349942
0.0,392821763,0.0,4375.9,2369.547777777778,1488.7214774914896
0.0,651939716,0.0,5838.96,2919.48,4128.768211077004
0.0,250691582,0.0,0.0,0.0,
0.0,353750576,0.0,0.0,0.0,
1.0,6217316407,0.0,32266.84,6591.961169916434,5791.520546702514
1.0,660260258,0.0,34107.97,4950.377644230767,6522.683017760809
1.0,359094098,0.0,26453.0,8703.0276,8050.601929940953
1.0,250691379,0.0,24737.03,8914.863928571429,7011.124654008054
1.0,1102900327,0.0,22349.51,4767.1694339622645,5708.9804575252665
1.0,251110825,0.0,19549.58,7874.881111111112,5476.660441698872
1.0,749190996,0.0,3175.89,1316.1960000000001,1326.0236325345036
1.0,250663831,0.0,36940.53,10317.51,12898.090056593097
1.0,634256859,0.0,39532.95,10825.307857142854,10899.99789225496
1.0,98350927,0.0,13284.44,2749.6694736842105,2604.855396191766
1.0,908116072,0.0,3015.63,1103.0997222222222,1141.7237389190038
0.0,51043097,0.0,8588.76,4771.26,2543.191085287832
0.0,359094862,0.0,59176.56,10549.403617021275,14288.151254411348
0.0,251145102,0.0,33999.29,14969.092,13857.594754650609
0.0,599115094,5936.64,60032.21,20397.345555555556,15204.687636913057
