time_period,parse_lane_name(vehicle_lane),min(vehicle_fuel),max(vehicle_fuel),avg(vehicle_fuel),stddev(vehicle_fuel)
0.0,355613777,0.0,7808.83,4025.532727272728,2746.6521164192422
0.0,952048768,0.0,1917.78,560.7317543859648,630.6571535852868
0.0,223601509,0.0,5005.38,2274.6363333333334,1632.5936984917762
0.0,635132981,2537.05,2537.05,2537.05,
0.0,617806295,716.39,11417.74,5658.293333333332,5397.3146825095655
0.0,635442926,0.0,9201.83,1452.9657142857143,2258.2548781472196
0.0,51102102,0.0,3190.35,1176.8239999999998,1037.9383234257175
0.0,251109741,0.0,818.64,272.88,472.64202436939524
0.0,1137831831,0.0,2246.83,1537.2099999999998,888.823849393118
0.0,295083399,0.0,8457.04,1711.029210526316,1668.3921467095304
0.0,632289584,0.0,1235.12,617.56,873.3617275791285
1.0,299498426,0.0,12705.06,2813.6311290322587,3491.8721569468835
1.0,251110826,0.0,4503.19,1940.6876470588236,1352.6503299473288
1.0,31767615,0.0,7446.8,1964.0295652173913,2311.0949298497185
1.0,10174555843,0.0,6538.02,1369.0323333333333,1646.516361692757
1.0,359094454,0.0,7186.11,1691.896875,1893.841587967761
1.0,359096510,0.0,5733.14,1145.68,1785.6738190736291
1.0,251109741,0.0,1800.76,345.82571428571424,681.9082789461044
1.0,95663454,0.0,10214.79,1815.2819512195124,2071.9053516971035
1.0,632342872,0.0,5718.42,2167.568,2123.1149972873973
1.0,98303810,0.0,7349.63,2892.11625,2818.851898435336
1.0,51043106,0.0,10525.34,2081.329047619048,2607.78391345921
1.0,653971690,0.0,1216.41,444.18500000000006,578.6253076905641
1.0,250706414,0.0,5757.32,2056.356470588235,2226.638440087269
1.0,97793030,0.0,3106.4,298.0626315789474,763.6297377790286
1.0,66868022,0.0,2904.31,815.156875,910.5172858671693
0.0,50033102,0.0,4204.49,999.6877777777778,1392.3751518920953
0.0,10134034285,0.0,13777.17,2392.505487364621,2395.3258051715015
0.0,299510181,0.0,18800.29,1579.8933012295004,2292.7863171367912
0.0,234440706,0.0,2789.01,1430.4918181818184,911.5620673417492
0.0,1058105332,0.0,19155.29,2604.3828685714298,3497.237124389402
0.0,9487245293,3749.96,13518.14,7249.503333333333,5441.070073490447
0.0,250663835,0.0,13980.43,3259.53,3682.408012407934
0.0,353749679,0.0,645.33,161.3325,322.665
1.0,259803255,0.0,16083.55,2640.471473087816,2948.295143793348
1.0,353769722,0.0,12372.1,1310.870429687497,1214.1354748932818
1.0,cluster_2113408268_2113408287_2295084718_2295084719_,0.0,9358.35,2465.987784431138,2266.410519338178
1.0,250711391,2003.61,6959.18,3672.3675,2243.040469279367
1.0,355613040,0.0,5658.17,1998.2347142857143,1668.7934635535917
1.0,97839385,0.0,6440.38,2556.226153846154,2333.040974324206
1.0,909651171,1457.91,6994.96,2872.0,1864.0615231173747
1.0,98303817,0.0,5209.4,1454.7569230769232,1942.2614219872007
1.0,31620115,0.0,2949.34,730.010900900901,785.1206486122771
1.0,838747957,0.0,12109.33,2365.5699999999997,4605.502093333582
0.0,917870260,0.0,13002.9,1192.000716112539,955.1383651796621
0.0,531626202,0.0,1688.19,644.7817391304349,633.2835164202248
0.0,280010747,0.0,13678.28,4176.060289855073,3415.766825409422
0.0,23182962,0.0,18434.66,3237.2672340425534,5112.004403329013
